baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000004948	5.51271024681344	-0.365230369464687	0.370910927035359	-0.984684847070764	0.324778898117656	NA
ENSG00000004961	112.904263051768	-0.168906714045719	0.0983574522736248	-1.71727418859763	0.0859290858184207	NA
ENSG00000004975	59.8094729764918	-0.0105226604417926	0.101384345017263	-0.103789795554736	0.917336164699412	NA
ENSG00000005001	0	NA	NA	NA	NA	NA
ENSG00000005007	202.789524244752	-0.039067719825744	0.0919141241656766	-0.425045880384214	0.670803229012386	NA
ENSG00000005020	57.0142219974451	-0.137411736930241	0.188916795725753	-0.727366438766614	0.467001508126135	NA
ENSG00000005022	43.6747408903686	-0.0248216764088592	0.138245979372733	-0.179547184818562	0.857508071103292	NA
ENSG00000005059	4.23302371744137	-0.211930937392167	0.410135918240888	-0.516733424132077	0.605342260269444	NA
ENSG00000005073	19.2861837078337	-0.0806177155456714	0.197604849155718	-0.407974378615285	0.683292485289084	NA
ENSG00000005075	187.416484308619	-0.100669350883103	0.0893454936118661	-1.12674234383247	0.259851433848012	NA
ENSG00000005100	55.2298854278558	0.146291285993445	0.102536860071736	1.42671899540417	0.153660908116716	NA
ENSG00000005102	34.826529199337	0.29356845208985	0.203548149924059	1.44225556557196	0.149230290383774	NA
ENSG00000005108	9.45105372609688	0.252160313535003	0.333271665196743	0.756620918811513	0.449277005056014	NA
ENSG00000005156	139.361433463074	0.000491788801214799	0.0799698590742528	0.00614967697714921	0.995093298613397	NA
ENSG00000005175	151.24230199316	-0.0777239774257839	0.0727887884822586	-1.06780149864327	0.285610061925657	NA
ENSG00000005187	5.84653156778974	1.36153170097035	0.48035058222406	2.83445414943884	NA	NA
ENSG00000005189	3.82831968297211	0.125726064929845	0.382869958859581	0.328377983230477	0.742625887715539	NA
ENSG00000005194	57.5860545705701	-0.065210731558674	0.116176471868975	-0.561307556595619	0.574587891060671	NA
ENSG00000005206	62.2135673268342	0.214510897421774	0.118668371097027	1.80765013826964	0.0706609695378279	NA
ENSG00000005238	44.3737632168017	-0.0584154019734117	0.167203536132632	-0.349367024911927	0.726813785824194	NA
ENSG00000005243	99.1252556521226	-0.126316291010019	0.118334227412413	-1.06745354891943	0.285767078658914	NA
ENSG00000005249	13.2303401532579	0.16395039524406	0.597325759478112	0.274474007930454	0.783720375562767	NA
ENSG00000005302	90.0617486054472	-0.276594867267984	0.126772279502038	-2.18182451522092	0.0291224865448346	NA
ENSG00000005339	484.531434158447	-0.0586840582437582	0.155757947312016	-0.37676445572438	0.706348657678076	0.873794638453237
ENSG00000005379	68.0332694649131	0.167444572456006	0.11309172553707	1.48060852074557	0.138710923481363	NA
ENSG00000005381	3.1839484428273	-0.171064514603486	0.458601744431493	-0.373013222650399	0.709138602805983	NA
ENSG00000005421	0.559188506482422	-1.19305932032215	1.14346339797076	-1.04337342361758	0.296775377288559	NA
ENSG00000005436	98.8684399145153	0.0905935735006388	0.166631204994702	0.543677119201768	0.586663680355324	NA
ENSG00000005448	0.354650601452625	0.204997555356536	1.27748487506528	0.160469653580877	0.872511124757946	NA
ENSG00000005469	55.7635163345423	0.0292147663616634	0.10855301443506	0.269129019711753	0.787830399504662	NA
ENSG00000005471	64.8434987220756	-0.14886503168882	0.162892590074608	-0.913884613294179	0.360777479502314	NA
ENSG00000005483	209.694451466208	0.0367151919668192	0.116123330370683	0.316174121510455	0.751870349030394	NA
ENSG00000005486	26.3269672076777	-0.0510650149821585	0.168824638122013	-0.302473712073072	0.762290970227373	NA
ENSG00000005513	2.76264881605853	-0.352340509367056	0.528346662113028	-0.666873730133797	0.504852792202137	NA
ENSG00000005700	223.279395484274	-0.222917238966997	0.128973891063983	-1.7283904294739	0.0839182501737565	0.365092969019802
ENSG00000005801	59.3307973442714	-0.0725593847690065	0.103694864168008	-0.699739426356208	0.484090049576747	NA
ENSG00000005810	515.056313968797	-0.0914110341702625	0.0672268457796274	-1.35974004298687	0.173912201724517	0.491374032938772
ENSG00000005812	277.086684856264	-0.0105324343674343	0.0749008402447611	-0.140618374013114	0.888171432106716	0.952834759506393
ENSG00000005844	9.70319207086766	-0.641795938838533	0.650209048437079	-0.987060915841192	0.323612776580895	NA
ENSG00000005882	591.995443144485	-0.00326445182230248	0.117070422611838	-0.0278845138633026	0.977754259788469	0.989475247111854
ENSG00000005884	35.903360090845	0.325399248417314	0.198093540088598	1.6426545170114	0.100454434255375	NA
ENSG00000005889	421.381668080195	-0.093955607187831	0.065846325746589	-1.42689217845535	0.15361097568671	0.463919645021858
ENSG00000005893	878.331945726886	0.0122382822587614	0.12214170282502	0.1001974098584	0.920187602301522	0.963259616607636
ENSG00000005961	2.37357966979566	-0.640751623813299	1.05879433078658	-0.605170999864805	0.545065382648397	NA
ENSG00000005981	260.111494914448	-0.137773988685471	0.154729108728793	-0.890420618443293	0.373240075256222	0.657735956188945
ENSG00000006007	331.895361789321	-0.18203636434626	0.100761084511112	-1.80661378576354	0.0708225185223605	0.347337577595528
ENSG00000006015	91.5705278652362	-0.0860403400031015	0.106297964909736	-0.809426032531888	0.418270133216455	NA
ENSG00000006016	23.7160100068902	0.329560613772975	0.269761471281316	1.22167414126126	0.221830878822255	NA
ENSG00000006025	66.3255161001411	-0.0733388766679957	0.262951073351589	-0.278906930225514	0.780316249954323	NA
ENSG00000006042	7.96980056389904	0.165543989588227	0.271194215120624	0.610425961758052	0.541579674655436	NA
ENSG00000006047	1.78597480158391	-0.234062906437648	0.609346851017256	-0.384120974855123	0.700888786118122	NA
ENSG00000006059	0	NA	NA	NA	NA	NA
ENSG00000006062	66.0354235372917	0.348949614335761	0.174383722612122	2.00104464515832	0.0453875788701994	NA
ENSG00000006071	12.0181159477386	0.0165256391755098	0.271097828442378	0.0609582130202209	0.951392488311948	NA
ENSG00000006116	0.575203576996826	-1.20332553728762	1.15866457733593	-1.0385452017998	0.299016302517918	NA
ENSG00000006118	8.65460791893293	-0.2960347836849	0.28969534720604	-1.02188311458917	0.306836225163294	NA
ENSG00000006125	377.05824890618	0.0613308239969552	0.091443864822472	0.670693699528362	0.502415677371086	0.742848166766168
ENSG00000006128	0.0896410699360395	-0.521439529060465	4.84875665303394	-0.107540874160841	0.914359900430544	NA
ENSG00000006194	62.5291619911696	0.0405823205122055	0.0980150191202205	0.414041856814099	0.678843453034535	NA
ENSG00000006210	27.9791403386697	0.123580813944691	0.197254132856267	0.626505575093531	0.530983381275924	NA
ENSG00000006282	89.1590411975658	0.0182845299146033	0.263271689511342	0.0694511815856129	0.944630490220916	NA
ENSG00000006283	3.66466539620188	-0.0745474725928527	0.408276500135918	-0.182590652579895	0.855119219203976	NA
ENSG00000006327	51.3795251687356	-0.00426690244899786	0.482697187963471	-0.00883970852823938	0.992947024897211	NA
ENSG00000006377	0.608912658144996	-1.32020157679136	1.12889573015246	-1.16946281355238	0.242217215157274	NA
ENSG00000006432	27.3411861880056	0.408160783586743	0.211091146896247	1.9335760385411	0.0531652757096578	NA
ENSG00000006451	67.4909169144393	0.0225293418784025	0.0990719183661616	0.227403912732727	0.82010967806293	NA
ENSG00000006453	7.53322022845152	-0.361322568108497	0.322223604031833	-1.12134109229565	0.26214270045566	NA
ENSG00000006459	308.642161086795	0.0702587467218606	0.112832002557927	0.622684567579044	0.533491825951372	0.762401289320959
ENSG00000006468	5.97723194579042	0.16670843748783	0.326235842002546	0.511005892131647	0.609346930954326	NA
ENSG00000006530	30.5339561623177	0.17147664272855	0.152686070204113	1.12306671132028	0.261409162750386	NA
ENSG00000006534	3.0214708072253	0.116174200758963	0.443129681685063	0.262167499855109	0.793192308632999	NA
ENSG00000006555	4.06951494690092	-0.0357351778038263	0.384119714404206	-0.0930313557565088	0.925878650943863	NA
ENSG00000006576	1233.89140133081	-0.353848602995792	0.126333571203219	-2.80090715101052	0.00509591786624405	0.130781458720546
ENSG00000006606	0	NA	NA	NA	NA	NA
ENSG00000006607	99.171720279237	0.0381931964096249	0.0876934473464936	0.435530790102438	0.663177194836552	NA
ENSG00000006611	0	NA	NA	NA	NA	NA
ENSG00000006625	18.2117671067279	-0.126717820973644	0.229943434230745	-0.551082579929135	0.581577066466975	NA
ENSG00000006634	2.18760970125434	0.165042333828996	0.51993508109438	0.317428732605633	0.750918308188062	NA
ENSG00000006638	5.30185535341972	-0.0642482733316348	0.340197409337706	-0.188855857123406	0.850205791814447	NA
ENSG00000006652	244.887838550029	0.0284488933537096	0.13859047739985	0.205273074221623	0.837358779768328	0.935344462608132
ENSG00000006659	0.838095374762263	0.719890856462641	0.733754862263727	0.981105398391073	0.326540768578516	NA
ENSG00000006695	199.16772182598	-0.125501251196689	0.116346899813691	-1.07868152393968	0.280729724842125	NA
ENSG00000006704	225.800249740904	-0.0430561141677156	0.130922443328331	-0.32886732842083	0.742255970083527	0.894034396778155
ENSG00000006712	145.932443212173	0.0734339991354315	0.0682751275839689	1.07556004263951	0.282124065680542	NA
ENSG00000006715	73.9950956884728	0.0461800433550418	0.0905936296520349	0.509749344765375	0.610227078003867	NA
ENSG00000006740	17.4739850303469	-0.558075312034761	0.350526186553133	-1.59210733304277	0.1113605897038	NA
ENSG00000006744	231.796917809233	0.0176303217790038	0.0720948033292126	0.244543586567495	0.806809849210661	0.921945659294698
ENSG00000006747	8.71023377771537	0.349338304414867	0.243478556030019	1.43478058236799	0.151349632853211	NA
ENSG00000006756	10.388680495939	0.339611387233606	0.246592907614085	1.37721474035698	0.168445865838795	NA
ENSG00000006757	122.652352979969	-0.228961577411565	0.0894923888327786	-2.55844748808072	0.0105140698223099	NA
ENSG00000006788	6.61477135238062	0.30800958790693	0.295807852297118	1.04124885636084	0.29776006625783	NA
ENSG00000006831	124.027673608325	-0.10009634091286	0.0990700896233137	-1.01035884083126	0.312323399767036	NA
ENSG00000006837	8.86072614811556	0.0941664616510941	0.255427675461064	0.368661937204406	0.712379723028937	NA
ENSG00000007001	0.776093428775656	-0.879144683732038	1.08182685091003	-0.812648237555305	0.416419766587675	NA
ENSG00000007038	0	NA	NA	NA	NA	NA
ENSG00000007047	40.3831056331966	0.170725150843414	0.123675752863745	1.3804254018288	0.167455703507129	NA
ENSG00000007062	8.21241114583244	0.178473517477998	0.33107139677175	0.539078637473	0.589832595206302	NA
ENSG00000007080	83.3348597428049	-0.173857645316052	0.0963071475288838	-1.80524135307724	0.0710369224523974	NA
ENSG00000007129	0.0976406137046349	0.280043103784467	3.82722514689234	0.0731713168251569	0.941669791044019	NA
ENSG00000007168	872.003434073909	-0.0905474056244861	0.0596746650948311	-1.5173508804883	0.129178118418546	0.434616379995029
ENSG00000007171	4.01322248854842	-1.27152485925622	0.557479668569772	-2.28084525937664	0.0225576051268687	NA
ENSG00000007174	0.142048372131763	0.119748776623904	2.60244342786534	0.046013978763845	0.963299108268835	NA
ENSG00000007202	698.31362839798	-0.0615135887707047	0.0718356487218693	-0.856310061441373	0.391826297428407	0.672416001694252
ENSG00000007216	0	NA	NA	NA	NA	NA
ENSG00000007237	84.4094759231893	0.124283982495535	0.265227015764937	0.468594732467542	0.639359343167074	NA
ENSG00000007255	23.8552752242592	0.0608043659946965	0.165540542174996	0.36730800319851	0.713389285000607	NA
ENSG00000007264	1.02439407073807	-0.296560775266782	0.827653028026962	-0.358315338945538	0.720107340342661	NA
ENSG00000007306	0	NA	NA	NA	NA	NA
ENSG00000007312	3.47176532442678	-0.0960414761936888	0.449054427321404	-0.213874912149454	0.830644604766441	NA
ENSG00000007314	1581.96832591635	-0.152136315408656	0.114532773390421	-1.32832123858602	0.18407200634231	0.501105004109979
ENSG00000007341	29.7874365800668	0.112123530438511	0.178861870489936	0.62687217868953	0.530743025478657	NA
ENSG00000007350	0.700801843036632	-0.103422676824337	0.971606199964719	-0.106445056472563	0.915229246218959	NA
ENSG00000007372	0.992980373058556	0.170416208890462	0.74153945767245	0.229814080865455	0.818236242600721	NA
ENSG00000007376	25.8578941865944	-0.0458811251524172	0.163186760732045	-0.281157153598721	0.778589866090184	NA
ENSG00000007384	43.0132510824308	-0.056229296840601	0.167578371723813	-0.335540298322464	0.737217551128907	NA
ENSG00000007392	14.8223425509328	0.15125114167826	0.200031777749975	0.756135566956332	0.449567919356139	NA
ENSG00000007402	13.0530914756549	-0.185731732830671	0.230079828278743	-0.807249093587012	0.419522986412805	NA
ENSG00000007516	8.54354688697057	-0.0492209816375103	0.269788181225047	-0.182443061123023	0.855235034943428	NA
ENSG00000007520	137.409117606682	-0.117895089950897	0.090955169832823	-1.29618899252884	0.19491038091212	NA
ENSG00000007541	36.6447625189037	-0.118277499426173	0.144074484675344	-0.820946885166361	0.41167652335873	NA
ENSG00000007545	67.5024941886302	0.0274419910962857	0.0956091464766212	0.287022655337645	0.774094973289525	NA
ENSG00000007866	97.8625833093816	-0.0401438799508013	0.12446312005677	-0.322536345967312	0.747046407572787	NA
ENSG00000007908	0.269689005888415	-0.280997358776723	1.60090529233182	-0.175524036382835	0.860667885645663	NA
ENSG00000007923	167.758156580623	-0.080828199440182	0.0988199475014118	-0.817934045543054	0.41339484876483	NA
ENSG00000007933	16.9675591337255	0.508996426533861	0.323877117441038	1.57157267100392	0.1160496886114	NA
ENSG00000007944	249.923315784586	-0.131844763683856	0.108351326651107	-1.21682648250721	0.223670241828716	0.538532555347643
ENSG00000007952	0.0250681347678798	-0.280996538411179	4.92762083257525	-0.0570247890327888	0.954525448474737	NA
ENSG00000007968	1.62705544673545	0.332641402265072	0.579930929841683	0.573587965649428	0.566246657295228	NA
ENSG00000008018	297.461706447113	-0.0652705871786064	0.080633558886588	-0.809471739557102	0.418243851936199	0.692200342654278
ENSG00000008056	0.417886939051801	0.682439925343023	1.05303975311055	0.648066631223731	0.516941855221417	NA
ENSG00000008083	155.168965950006	-0.218374225843288	0.0958717646069518	-2.27777413650998	0.0227400380342794	NA
ENSG00000008086	60.6809617371809	0.220616784496871	0.102654578141538	2.14911783274477	0.0316250604922221	NA
ENSG00000008118	0	NA	NA	NA	NA	NA
ENSG00000008128	30.6439985400673	0.136433374702518	0.157009998658937	0.868947047116939	0.384876094769455	NA
ENSG00000008130	63.7733420176633	0.0723188398216864	0.157070978400677	0.460421400299717	0.645213776871642	NA
ENSG00000008196	0	NA	NA	NA	NA	NA
ENSG00000008197	0	NA	NA	NA	NA	NA
ENSG00000008226	0.476575447594662	-0.134941410075383	1.5650037591508	-0.0862243360671571	0.931288085363104	NA
ENSG00000008256	106.132386429194	-0.0801639306695396	0.120210811325675	-0.666861239729593	0.504860771203107	NA
ENSG00000008277	30.4169752233763	-0.0307376773760392	0.25863805158954	-0.118844374163552	0.905398652284537	NA
ENSG00000008282	349.116541027802	-0.0872974040794342	0.0770927280606835	-1.13236885339844	0.257479393798037	0.569743340290431
ENSG00000008283	12.0999273810636	0.0768026387824902	0.227530821770893	0.337548285479427	0.735703619077162	NA
ENSG00000008294	970.093400354362	-0.0654023114623329	0.0706915495982099	-0.925178636400821	0.354872994222352	0.643660974713683
ENSG00000008300	2.14749893748189	0.307893074223539	0.499685210732407	0.61617407842079	0.537779634646275	NA
ENSG00000008311	89.7276203768725	-0.121099433083361	0.25189941479894	-0.480745194188004	0.630697606289913	NA
ENSG00000008323	4.01143942933683	-0.149580066147571	0.41602107033796	-0.359549255584719	0.719184237136796	NA
ENSG00000008324	10.040050266938	0.00137709853345917	0.243368416172073	0.00565849322241344	0.995485199713331	NA
ENSG00000008382	34.9201901507214	-0.177457938029548	0.140652383848942	-1.26167742894522	0.207064881933937	NA
ENSG00000008394	9.370590051898	1.0235891283464	0.844179801622487	1.21252501703914	0.225311472215696	NA
ENSG00000008405	48.3720010380883	0.16006399548748	0.169995386967377	0.941578464821505	0.346408499554845	NA
ENSG00000008438	0.122668797762058	-0.601587826784173	4.6787883570529	-0.128577695949279	0.897691815843143	NA
ENSG00000008441	1706.07709820353	-0.137233404980332	0.127124977649119	-1.07951566653654	0.28035791366754	0.582597711213484
ENSG00000008513	554.953862467909	-0.280227309020057	0.133875268137017	-2.09319699537971	0.0363315728612124	0.269274874800348
ENSG00000008516	8.50565605705238	-1.11078917942	0.890637600262243	-1.24718424092238	0.212329949903349	NA
ENSG00000008517	213.211128488743	0.250969510472366	0.426528137422708	0.588400830924889	0.556263280153402	NA
ENSG00000008710	1275.05084472974	-0.0252144138451722	0.0959135303708736	-0.26288693313315	0.792637728036652	0.915593645611203
ENSG00000008735	0.620079329273548	0.581826947826874	0.909435584435927	0.639767079476826	0.522324038016715	NA
ENSG00000008838	250.987812452194	-0.161324762251905	0.113264007178946	-1.42432504614663	0.15435240045291	0.463919645021858
ENSG00000008853	127.464763817142	0.10256799503084	0.119012031115954	0.861828792174027	0.388781738410565	NA
ENSG00000008869	105.385528527087	0.0274835584256697	0.0801365287057788	0.342959183153236	0.731629167014384	NA
ENSG00000008952	284.609623613835	-0.0975502280273447	0.0747175750725511	-1.30558610785512	0.191693347135902	0.509521713748962
ENSG00000008988	1352.07604996408	-0.0934945350533216	0.0836732789665775	-1.11737625449897	0.263833483630508	0.571713743765431
ENSG00000009307	10409.1825047114	-0.234050108569238	0.0806377696823748	-2.90248737646318	0.00370212079956495	0.116868183759106
ENSG00000009335	687.496654185026	-0.1705090197179	0.0903183109244407	-1.88786767569807	0.0590437169945186	0.319185590602503
ENSG00000009413	272.963133407986	0.185776287562491	0.109258765315446	1.70033303072872	0.0890683007819347	0.373356795244929
ENSG00000009694	18.5863049988367	0.168066574419781	0.20017873965751	0.839582538621885	0.40114249298571	NA
ENSG00000009709	42.2156037970728	-0.29119577168706	0.252864068054595	-1.15159015643215	0.249489528259858	NA
ENSG00000009724	0.0208065942946644	0.520481049917424	4.92762083257525	0.105625223125257	0.915879711535801	NA
ENSG00000009765	10.0822494226131	-0.0532098061013131	0.248389263769963	-0.214219428383151	0.830375946077691	NA
ENSG00000009780	114.748600744578	0.0625697238354434	0.097905166590733	0.639085004543221	0.522767634500733	NA
ENSG00000009790	1.99214894589903	-0.21159829148885	0.665754935693224	-0.317832103292664	0.750612297491274	NA
ENSG00000009830	20.7140300164958	0.0890726638489798	0.198475334933743	0.448784549872229	0.653587085164846	NA
ENSG00000009844	239.746204317623	-0.101672682961134	0.0620961938805945	-1.63734162445836	0.101559108204057	0.394660546622755
ENSG00000009950	59.5366679804504	0.217015720877134	0.32627611365674	0.665129048047465	0.505967956788626	NA
ENSG00000009954	427.804101185043	-0.029427529207398	0.0867256780042985	-0.339317372715604	0.73437065662913	0.889524286594356
ENSG00000010017	323.582961031248	-0.00823165106671184	0.0764820990254349	-0.107628466943282	0.914290414797064	0.961283137597077
ENSG00000010030	0.70191141471544	0.362823630688495	0.880446180146315	0.412090640938666	0.680272988235196	NA
ENSG00000010072	44.5049714292091	-0.216066428213605	0.123469450032086	-1.74995861856885	0.0801254545440469	NA
ENSG00000010165	47.8224429878248	-0.0440149348534491	0.128428674090265	-0.342718907325272	0.731809937264097	NA
ENSG00000010219	6.70786650807355	0.112380325236839	0.289373257645809	0.388357673929884	0.697751362218354	NA
ENSG00000010244	607.876190282297	0.0242373401051337	0.0644677215256608	0.375960861211549	0.706945993220789	0.874110688909844
ENSG00000010256	1087.08961333994	-0.109284439250079	0.124707256417121	-0.876327828787641	0.380851840546924	0.663424940914277
ENSG00000010270	38.1330938616179	-0.192901328678105	0.139410104679261	-1.38369689286089	0.166451285376032	NA
ENSG00000010278	60.0485899923839	-0.00317582320661539	0.184788282672853	-0.0171862802158177	0.986288007375983	NA
ENSG00000010282	666.721764642887	-0.319890299439881	0.123215934215338	-2.59617639128414	0.00942676574201183	0.162205256599012
ENSG00000010292	54.4350207650492	-0.124006814962777	0.119568534483541	-1.03711913421375	0.299680338836615	NA
ENSG00000010295	45.2011286097517	0.0360932681725966	0.157460195667147	0.229221537669709	0.818696733547371	NA
ENSG00000010310	4.81466041377817	-0.152269865789335	0.364983713023368	-0.417196330564992	0.676534808957687	NA
ENSG00000010318	8.36001544371673	-0.274167398467379	0.288812494993955	-0.949292025863071	0.342472108070775	NA
ENSG00000010319	73.3752879452873	0.0828168003878769	0.210908023002866	0.392667852122209	0.694564817627099	NA
ENSG00000010322	143.404897268851	0.163669928644167	0.0806518214656367	2.0293395198012	0.0424237206690756	NA
ENSG00000010327	84.9048752955392	0.188403478068739	0.196610637681894	0.958256787578129	0.33793328808747	NA
ENSG00000010361	29.1224907996694	0.291811047669074	0.162484821708891	1.79592804177048	0.0725059620087565	NA
ENSG00000010379	1.68295353043302	0.262294771700181	0.562576855994464	0.46623811290019	0.641045071332126	NA
